id,video_id,comment_id,title,text_display,text_original,description,likeCount,publishedAt,subscriberCount,videoCount,channelViewCount,authorChannelId,is_spam,checked,videoUploadedAt
1201,UEBixrtLs3A,UgzIB3e6dD9WP6YpqJt4AaABAg,සංගීතේ,"විරාත් කෝලි සමීපතම හිතවතෙක් .. සෝෂල් මීඩියාවල අසත්‍ය ප්‍රචාර එපා .. ගයාන් සේනානායක අදහස් දක්වයි ???? <a href=""https://youtu.be/cqp25RFmmrI"">https://youtu.be/cqp25RFmmrI</a>",විරාත් කෝලි සමීපතම හිතවතෙක් .. සෝෂල් මීඩියාවල අසත්‍ය ප්‍රචාර එපා .. ගයාන් සේනානායක අදහස් දක්වයි ???? https://youtu.be/cqp25RFmmrI,දයාල්ගේ අවසන් කටයුතු අතර අවසානයේ ඔත්තු බැලීමට රහල්ගේ ගෝලයන් එයි. දයාල්ගේ පියා සහ රහල්ගේ මැරයන් අතර උග්‍ර ගැටුමක්.,0,2020-02-24 01:39:42,5140,129,75601,UCNo2bkV2hzkmi5QhLuG-wqg,1,1,2020-02-21 00:00:00
1202,UEBixrtLs3A,Ugweyy9zTgcG_ij1dCx4AaABAg,සංගීතේ,wooooow මනොජ් අයි,wooooow මනොජ් අයියා ????????????,දයාල්ගේ අවසන් කටයුතු අතර අවසානයේ ඔත්තු බැලීමට රහල්ගේ ගෝලයන් එයි. දයාල්ගේ පියා සහ රහල්ගේ මැරයන් අතර උග්‍ර ගැටුමක්.,0,2020-02-23 21:07:46,0,0,0,UCIAo97U6TN5FFTwlpS7n3wg,0,1,2020-02-21 00:00:00
1203,UEBixrtLs3A,Ugw0_r4Wgq-PADH_SCR4AaABAg,සංගීතේ,"ක්‍රිකට් කන්ඩායමේ පසුබෑමට හේතුවූ කුමන්ත්‍රණ ගැන ගයාන් සේනානායක මුල්වරට හෙලිදරව්කරයි ????  <a href=""https://youtu.be/cqp25RFmmrI"">https://youtu.be/cqp25RFmmrI</a>",ක්‍රිකට් කන්ඩායමේ පසුබෑමට හේතුවූ කුමන්ත්‍රණ ගැන ගයාන් සේනානායක මුල්වරට හෙලිදරව්කරයි ????  https://youtu.be/cqp25RFmmrI,දයාල්ගේ අවසන් කටයුතු අතර අවසානයේ ඔත්තු බැලීමට රහල්ගේ ගෝලයන් එයි. දයාල්ගේ පියා සහ රහල්ගේ මැරයන් අතර උග්‍ර ගැටුමක්.,0,2020-02-23 17:29:39,5140,129,75601,UCNo2bkV2hzkmi5QhLuG-wqg,1,1,2020-02-21 00:00:00
1204,UEBixrtLs3A,UgxyoS6Tqyzbb1udtSx4AaABAg,සංගීතේ,නිශානි teacher වෙච්ච දෙ,නිශානි teacherට වෙච්ච දෙයක්????????????,දයාල්ගේ අවසන් කටයුතු අතර අවසානයේ ඔත්තු බැලීමට රහල්ගේ ගෝලයන් එයි. දයාල්ගේ පියා සහ රහල්ගේ මැරයන් අතර උග්‍ර ගැටුමක්.,0,2020-02-23 17:23:33,0,0,0,UCqBmIEexi07dmcgD65grOWQ,0,1,2020-02-21 00:00:00
1205,UEBixrtLs3A,UgxBJP-b4PRG5dZoZ5N4AaABAg,සංගීතේ,ඔයා දන්නවාද ශ්‍රී ලංකාව වූ ලෝක උතුම් රට වලපලි යන පාදඩ දේශපාලු පමණක්ම වූ දෙක පනහ ටෙලි බලන උන්මන්තක,ඔබ දන්නවාද? ශ්‍රී ලන්කාව නම් වූ ලෝකෙන් උතුම් රට වලපල්ලට යන්නේ පාදඩ දේශපාලුවෝ නිසා පමණක්ම නොව මෙවන් වූ දෙකයි පනහේ ටෙලි බලන උන්මන්තකයන් නිසාත් බව......,දයාල්ගේ අවසන් කටයුතු අතර අවසානයේ ඔත්තු බැලීමට රහල්ගේ ගෝලයන් එයි. දයාල්ගේ පියා සහ රහල්ගේ මැරයන් අතර උග්‍ර ගැටුමක්.,2,2020-02-23 16:14:25,5,0,0,UCxvCI1QekSA9IR1yQEYweWg,0,1,2020-02-21 00:00:00
1207,UEBixrtLs3A,UgyBjxaxJcPyYE2uxl54AaABAg,සංගීතේ,Danagi සිංදු wa ලස්සනයි බෞද්ධ සරණ,Danagi සිංදු wa ගොඩක් ලස්සනයි බුදු සරණයි,දයාල්ගේ අවසන් කටයුතු අතර අවසානයේ ඔත්තු බැලීමට රහල්ගේ ගෝලයන් එයි. දයාල්ගේ පියා සහ රහල්ගේ මැරයන් අතර උග්‍ර ගැටුමක්.,0,2020-02-23 11:25:37,14,0,0,UCKEYtu-vV6Rqd_gTZ3AJUeQ,0,1,2020-02-21 00:00:00
1208,UEBixrtLs3A,UgxOXhc6EWa5-B4Pp314AaABAg,සංගීතේ,"සංගා ලොකු සහයෝගයක් දුන්නා .. ලංකාවේ ඪනවත්ම ක්‍රිකට් ක්‍රීඩකයා ගැන ගයාන් අදහස් දක්වයි ????   <a href=""https://youtu.be/cqp25RFmmrI"">https://youtu.be/cqp25RFmmrI</a>",සංගා ලොකු සහයෝගයක් දුන්නා .. ලංකාවේ ඪනවත්ම ක්‍රිකට් ක්‍රීඩකයා ගැන ගයාන් අදහස් දක්වයි ????   https://youtu.be/cqp25RFmmrI,දයාල්ගේ අවසන් කටයුතු අතර අවසානයේ ඔත්තු බැලීමට රහල්ගේ ගෝලයන් එයි. දයාල්ගේ පියා සහ රහල්ගේ මැරයන් අතර උග්‍ර ගැටුමක්.,0,2020-02-23 11:24:42,5140,129,75601,UCNo2bkV2hzkmi5QhLuG-wqg,1,1,2020-02-21 00:00:00
1214,UEBixrtLs3A,UgyHFardZfzt3eUzOol4AaABAg,සංගීතේ,ඇමති පුතානම් අසේන හොදට ගැලපෙන මහී අසේනි වටිනාකම් නැහැ මළ ගෙදර ආවේ නැත්තේ අඩන දකින බැරි නිසාලු මහී කෙල්ලෙක්ද සං වෙන මලිතයා ආවා මල ගෙදර,ඇමතිගේ පුතානම් අසේනිට හොදට ගැලපෙනවා වගේ. ???? මහීට අසේනිගේ කිසි වටිනාකමක් නැහැ. මළ ගෙදර ආවේ නැත්තේ අඩනවා දකින්න බැරි නිසාලු...මොකද මහී කෙල්ලෙක්ද ඔච්චර සංවේදී වෙන්න. අර මලිතයා පවා ආවා මල ගෙදර ????,දයාල්ගේ අවසන් කටයුතු අතර අවසානයේ ඔත්තු බැලීමට රහල්ගේ ගෝලයන් එයි. දයාල්ගේ පියා සහ රහල්ගේ මැරයන් අතර උග්‍ර ගැටුමක්.,2,2020-02-23 06:16:09,1,0,0,UCiPjFLtyP_QhcVOCk-W8NYQ,0,1,2020-02-21 00:00:00
1215,UEBixrtLs3A,UgyubJxq8iRr-G_T-854AaABAg,සංගීතේ,චූටි දුව මතකත් නෑ මුන්,චූටි දුවව මතකත් නෑ මුන්ට,දයාල්ගේ අවසන් කටයුතු අතර අවසානයේ ඔත්තු බැලීමට රහල්ගේ ගෝලයන් එයි. දයාල්ගේ පියා සහ රහල්ගේ මැරයන් අතර උග්‍ර ගැටුමක්.,0,2020-02-23 03:14:20,6,0,0,UCh0RBhc5xrZESNXBmQ3y-zg,0,1,2020-02-21 00:00:00
1219,UEBixrtLs3A,UgwVnQz1JoKlac1cc554AaABAg,සංගීතේ,"රජයෙන් කිසිම සහයෝගයක් ලැබුනේ නෑ .. ලංකාවේ ඪනවත්ම ක්‍රිකට් ක්‍රීඩකයා සංගක්කාර ලොකු සහයෝගයක් දුන්නා .. ගයාන් සේනානායක ආන්දෝලාත්මක හෙලිදරව්ව ????  <a href=""https://youtu.be/cqp25RFmmrI"">https://youtu.be/cqp25RFmmrI</a>",රජයෙන් කිසිම සහයෝගයක් ලැබුනේ නෑ .. ලංකාවේ ඪනවත්ම ක්‍රිකට් ක්‍රීඩකයා සංගක්කාර ලොකු සහයෝගයක් දුන්නා .. ගයාන් සේනානායක ආන්දෝලාත්මක හෙලිදරව්ව ????  https://youtu.be/cqp25RFmmrI,දයාල්ගේ අවසන් කටයුතු අතර අවසානයේ ඔත්තු බැලීමට රහල්ගේ ගෝලයන් එයි. දයාල්ගේ පියා සහ රහල්ගේ මැරයන් අතර උග්‍ර ගැටුමක්.,0,2020-02-22 19:21:50,5140,129,75601,UCNo2bkV2hzkmi5QhLuG-wqg,1,1,2020-02-21 00:00:00
